zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
52253,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50170,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52033,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52358,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50853,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51532,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52550,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50036,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50074,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50115,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52050,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52362,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50257,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52535,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50046,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50071,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52354,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52322,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51364,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50239,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52214,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52659,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50842,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50020,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50479,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52751,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50613,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52411,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52136,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50238,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52748,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52565,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50275,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50668,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50609,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50650,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52549,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50058,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50845,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52738,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52637,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50054,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52754,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50556,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52065,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52340,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52324,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52213,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50469,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50232,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50801,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52252,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50644,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52537,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50067,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50103,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52761,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50059,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50242,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50222,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50420,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52070,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50135,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50864,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50436,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52569,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52151,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52030,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52166,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50153,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52338,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51535,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50439,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52639,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50157,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50272,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52734,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50477,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50142,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50251,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52747,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52566,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50104,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52312,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52554,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51360,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52625,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50231,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50154,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52584,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52627,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52336,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50622,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50638,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52175,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52327,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50440,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52651,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52335,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50029,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50152,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50450,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52401,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52641,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52351,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52630,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52156,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50598,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52217,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50128,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50570,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51201,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50635,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50432,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52046,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50226,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50068,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50478,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52215,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52621,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52551,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50581,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52732,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50217,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52536,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52619,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52585,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52563,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50101,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52306,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52210,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52048,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52403,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50070,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51443,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52218,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50431,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52205,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50278,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52072,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52037,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50120,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52766,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50208,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52333,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52760,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50473,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50276,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50057,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52301,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50654,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52650,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52530,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50655,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50603,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52571,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50240,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50645,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50597,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50483,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50213,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50435,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52060,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50438,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50624,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50078,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50173,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52739,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52542,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52249,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50461,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50851,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50254,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50164,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50840,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52031,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50590,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51005,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52404,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52305,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52649,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50458,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52771,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52052,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50680,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52203,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52047,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50863,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52207,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50455,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52658,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50480,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50511,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50659,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52162,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
51248,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52653,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50544,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52208,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52586,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52169,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52593,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50174,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52133,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52638,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52355,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50247,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52064,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52317,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52562,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52777,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52315,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52222,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52329,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50658,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50139,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50162,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50578,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50064,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50124,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50060,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50447,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52655,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52361,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52591,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
52316,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50050,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50206,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50259,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50126,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50562,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
50858,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.12578507774666728,0.07654993383835468,0.16613443135102937
